my_title,Run,treat,treatDescription,bleachGeneral,bleachSpecific,measurement,quote,title,notes,ref
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374549,control,24h_35psu_186_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374550,control,24h_35psu_187_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374551,control,24h_35psu_192_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374552,control,24h_35psu_193_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374553,low_salinity,24h_28psu_196_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374554,low_salinity,24h_28psu_197_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374555,low_salinity,24h_28psu_202_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374556,low_salinity,24h_28psu_203_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374557,low_salinity,24h_28psu_208_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374558,low_salinity,24h_28psu_209_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374559,control,48h_35psu_214_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374560,control,48h_35psu_215_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374561,control,48h_35psu_220_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374562,control,48h_35psu_222_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374563,control,48h_35psu_226_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374564,low_salinity,48h_28psu_222_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374565,low_salinity,48h_28psu_233_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374566,low_salinity,48h_28psu_238_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374567,low_salinity,48h_28psu_239_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374568,low_salinity,48h_28psu_244_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5374569,low_salinity,48h_28psu_245_Amill,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5378429,low_salinity,1h_25psu_22gen_Amill rep 2,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5378430,control,1h_35psu_22gen_Amill rep 2,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5378431,low_salinity,24h_25psu_23gen_Amill rep 2,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
b1_Aguilar_hypoosmotic_stress_PRJNA380267,SRR5378432,control,24h_35psu_22gen_Amill rep 2,none,didn't bother,symbiont density (number/mm^2),"urthermore, no clear physiological changes were observed in the corals during the 24 h period of both hypo- and hypersalinity stress experiments, as assessed by PAM fluorometry (MANOVA, H-F Pr > 0.05; Additional file 5: Figure S2, Additional file 1: Table S2) and Symbiodinium cell density (Additional file 5: Figure S2).",,,(Aguilar et al. 2017)
f1_parkinson_hotCold_PRJNA423227,SRR6396371,control,1hr_24-28c_summer_Miami,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
f1_parkinson_hotCold_PRJNA423227,SRR6396373,heat,1hr_35C_summer_Miami,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
f1_parkinson_hotCold_PRJNA423227,SRR6396374,control,1hr_24-28C_summer_LowerKeys,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
f1_parkinson_hotCold_PRJNA423227,SRR6396375,cold,1hr_10C_summer_Miami,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
f1_parkinson_hotCold_PRJNA423227,SRR6396376,heat,1hr_35C_summer_LowerKeys,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
f1_parkinson_hotCold_PRJNA423227,SRR6396377,control,1hr_24-28C_winter_Miami,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
f1_parkinson_hotCold_PRJNA423227,SRR6396378,cold,1hr_10C_winter_LowerKeys,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
f1_parkinson_hotCold_PRJNA423227,SRR6396379,heat,1hr_35C_winter_Miami,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
f1_parkinson_hotCold_PRJNA423227,SRR6396380,control,1hr_24-28C_winter_LowerKeys,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
f1_parkinson_hotCold_PRJNA423227,SRR6396381,cold,1hr_10C_winter_Miami,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
f1_parkinson_hotCold_PRJNA423227,SRR6396382,heat,1hr_35C_winter_LowerKeys,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
f1_parkinson_hotCold_PRJNA423227,SRR6396372,cold,1hr_10C_summer_LowerKeys,not stated,not stated,not stated,not stated,Extensive transcriptional variation poses a challenge to thermal stress biomarker development for endangered corals,could really bleach since treatments only lasted 1 hour,(Parkinson et al. 2018)
j1_thisStudy_PRJNA559404,s1_S39,control,Ht1.L1.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s2_S40,control,Ht1.L1.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s3_S41,control,Ht1.L1.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s4_S42,control,Ht1.N2.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s5_S43,control,Ht1.N2.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s6_S44,control,Ht1.N2.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s7_S45,heat,Ht1.L1.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s8_S46,heat,Ht1.L1.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s9_S47,heat,Ht1.L1.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s10_S48,heat,Ht1.N2.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s11_S49,heat,Ht1.N2.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s12_S50,heat,Ht1.N2.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s13_S51,control,Ht1.N1.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s14_S52,control,Ht1.N1.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s15_S53,control,Ht1.N1.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s16_S54,control,Ht1.N10.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s17_S55,control,Ht1.N10.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s18_S56,control,Ht1.N10.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s19_S57,heat,Ht1.N1.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s20_S58,heat,Ht1.N1.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s21_S59,heat,Ht1.N1.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s22_S60,heat,Ht1.N10.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s23_S61,heat,Ht1.N10.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s24_S62,heat,Ht1.N10.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s25_S63,control,Ht1.L1.C.tp2.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s26_S64,control,Ht1.L1.C.tp2.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s27_S65,control,Ht1.L1.C.tp2.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s28_S66,control,Ht1.N2.C.tp2.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s29_S67,control,Ht1.N2.C.tp2.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s30_S68,control,Ht1.N2.C.tp2.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s31_S69,heat,Ht1.L1.T.tp2.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s32_S70,heat,Ht1.L1.T.tp2.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s33_S71,heat,Ht1.L1.T.tp2.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s34_S72,heat,Ht1.N2.T.tp2.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s35_S73,heat,Ht1.N2.T.tp2.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s42_S79,control,Ls.N2.C.tp2.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s43_S80,low_salinity,Ls.L1.T.tp2.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s44_S81,low_salinity,Ls.L1.T.tp2.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s45_S82,low_salinity,Ls.L1.T.tp2.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s46_S83,control,Ls.L1.C.tp2.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s47_S84,control,Ls.L1.C.tp2.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s48_S85,control,Ls.L1.C.tp2.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s49_S86,low_salinity,Ls.N1.T.tp2.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s50_S87,low_salinity,Ls.N1.T.tp2.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s51_S88,low_salinity,Ls.N1.T.tp2.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s52_S89,low_salinity,Ls.N10.T.tp2.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s53_S90,low_salinity,Ls.N10.T.tp2.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s54_S91,low_salinity,Ls.N10.T.tp2.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s55_S92,control,Ls.N1.C.tp2.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s56_S93,control,Ls.N1.C.tp2.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s57_S94,control,Ls.N1.C.tp2.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s58_S95,control,Ls.N10.C.tp2.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s59_S96,control,Ls.N10.C.tp2.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s60_S97,control,Ls.N10.C.tp2.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s61_S98,cold,Ch.N1.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s62_S99,cold,Ch.N1.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s63_S100,cold,Ch.N1.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s64_S101,cold,Ch.N2.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s65_S102,cold,Ch.N2.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s66_S103,cold,Ch.L1.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s67_S104,cold,Ch.L1.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s68_S105,control,Ch.N1.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s69_S106,control,Ch.N1.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s70_S107,control,Ch.L1.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s71_S108,control,Ch.L1.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s72_S109,control,Ch.L1.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s73_S110,cold,Ch.L1.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s74_S111,control,Ch.N1.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s75_S112,cold,Ch.N2.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s76_S113,control,Ch.N2.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s77_S114,control,Ch.N2.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s78_S115,control,Ch.N2.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s79_S116,cold,Ch.N10.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s80_S117,cold,Ch.N10.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s81_S118,cold,Ch.N10.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s82_S119,control,Ch.N10.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s83_S120,control,Ch.N10.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s84_S121,control,Ch.N10.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s85_S122,low_salinity,Ls.N2.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s86_S123,low_salinity,Ls.N2.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s87_S124,low_salinity,Ls.N2.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s88_S125,low_salinity,Ls.N10.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s89_S126,low_salinity,Ls.N10.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s90_S127,low_salinity,Ls.N10.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s91_S128,control,Ls.N2.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s92_S129,control,Ls.N2.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s93_S130,control,Ls.N2.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s94_S131,control,Ls.N1.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s95_S132,control,Ls.N1.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s96_S133,control,Ls.N1.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s97_S134,low_salinity,Ls.N1.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s98_S135,low_salinity,Ls.N1.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s99_S136,low_salinity,Ls.N1.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s100_S137,control,Ls.N10.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s101_S138,control,Ls.N10.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s102_S139,control,Ls.N10.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s104_S140,low_salinity,Ls.L1.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s105_S141,low_salinity,Ls.L1.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s106_S142,control,Ls.L1.C.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s107_S143,control,Ls.L1.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s108_S144,control,Ls.L1.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s110_S145,control,Tw.N10.C.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s111_S146,control,Tw.N10.C.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s112_S147,heat,Ht2.N10.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s113_S148,heat,Ht2.N10.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s114_S149,heat,Ht2.N10.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s115_S150,heat_then_cold,HtC.N10.T.tp1.1,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s116_S151,heat_then_cold,HtC.N10.T.tp1.2,yes,not added yet,photo,,this study,,(this study)
j1_thisStudy_PRJNA559404,s117_S152,heat_then_cold,HtC.N10.T.tp1.3,yes,not added yet,photo,,this study,,(this study)
